"iata","state","airport","city","country","latitude","longitude","timezone","dst","Volume"
"33J","AL","Geneva Municipal","Geneva","USA",31.05527778,-85.88033333,-6,1,NA
"33M","MS","Water Valley ","Water Valley","USA",34.16677639,-89.68619722,-6,1,NA
"33N","DE","Delaware Airpark","Dover","USA",39.21837556,-75.59642667,-5,1,NA
"33S","WA","Pru ","Ritzville","USA",47.12487194,-118.3927539,-8,1,NA
"34A","SC","Laurens County","Laurens","USA",34.50705556,-81.94719444,-5,1,NA
"35A","SC","Union County Troy Shelton ","Union","USA",34.68680111,-81.64121167,-5,1,NA
"35D","MI","Padgham ","Allegan","USA",42.53098278,-85.82513556,-5,1,NA
"35S","OR","Wasco State","Wasco","USA",45.58944444,-120.6741667,-8,1,NA
"36K","KS","Lakin","Lakin","USA",37.96946389,-101.2554472,-6,1,NA
"36S","CA","Happy Camp","Happy Camp","USA",41.79067944,-123.3889444,-8,1,NA
"36U","UT","Heber City Municipal/Russ McDonald ","Heber","USA",40.48180556,-111.4288056,-7,1,NA
"37T","AR","Calico Rock-Izard County","Calico Rock","USA",36.16565278,-92.14523611,-6,1,NA
"37W","NC","Harnett County","Erwin","USA",35.37880028,-78.73362917,-5,1,NA
"38A","AK","Shaktoolik","Shaktoolik","USA",64.36263194,-161.2025369,-9,1,NA
"38S","MT","Deer Lodge-City-County","Deer Lodge","USA",46.38881583,-112.7669842,-7,1,NA
"38U","UT","Wayne Wonderland","Loa","USA",38.36247972,-111.5960164,-7,1,NA
"39N","NJ","Princeton","Princeton","USA",40.39834833,-74.65760361,-5,1,NA
"3A0","AL","Grove Hill Municipal","Grove Hill","USA",31.68932389,-87.7613875,-6,1,NA
"3A1","AL","Folsom ","Cullman","USA",34.26870833,-86.85833611,-6,1,NA
"3A2","TN","New Tazewell Municipal","Tazewell","USA",36.41008417,-83.55546167,-5,1,NA
"3A3","NC","Anson County","Wadesboro","USA",35.02397611,-80.08127333,-5,1,NA
"3AU","KS","Augusta Municipal","Augusta","USA",37.67162778,-97.07787222,-6,1,NA
"3B0","MA","Southbridge Municipal","Southbridge","USA",42.10092806,-72.03840833,-5,1,NA
"3B1","ME","Greenville Municipal","Greenville","USA",45.46302778,-69.55161111,-5,1,NA
"3B2","MA","Marshfield","Marshfield","USA",42.09824111,-70.67212083,-5,1,NA
"3B9","CT","Chester","Chester","USA",41.38390472,-72.50589444,-5,1,NA
"3BS","MI","Jack Barstow","Midland","USA",43.66291528,-84.261325,-5,1,NA
"3CK","IL","Lake In The Hills","Lake In The Hills","USA",42.20680306,-88.32304028,-6,1,NA
"3CM","MI","James Clements Municipal","Bay City","USA",43.54691667,-83.89550222,-5,1,NA
"3CU","WI","Cable Union","Cable","USA",46.19424889,-91.24640972,-6,1,NA
"3D2","WI","Ephraim/Gibraltar","Ephraim","USA",45.13535778,-87.18586556,-6,1,NA
"3D4","MI","Frankfort Dow Memorial","Frankfort","USA",44.62506389,-86.20061944,-5,1,NA
"3F3","LA","De Soto Parish","Mansfield","USA",32.07345972,-93.76551889,-6,1,NA
"3F4","LA","Vivian","Vivian","USA",32.86133333,-94.01015361,-6,1,NA
"3F7","OK","Jones Memorial","Bristow","USA",35.80685278,-96.42185556,-6,1,NA
"3FM","MI","Fremont Municipal","Fremont","USA",43.43890528,-85.99478,-5,1,NA
"3FU","SD","Faulkton Municipal","Faulkton","USA",45.03191861,-99.11566417,-6,1,NA
"3G3","OH","Wadsworth Municipal","Wadsworth","USA",41.00158222,-81.75513111,-5,1,NA
"3G4","OH","Ashland County","Ashland","USA",40.90297222,-82.25563889,-5,1,NA
"3G7","NY","Williamson/Sodus","Williamson","USA",43.23472222,-77.12097222,-5,1,NA
"3GM","MI","Grand Haven Memorial Airpark","Grand Haven","USA",43.03404639,-86.1981625,-5,1,NA
"3I2","WV","Mason County","Point Pleasant","USA",38.91463889,-82.09858333,-5,1,NA
"3I7","OH","Phillipsburg","Phillipsburg","USA",39.91344194,-84.40030889,-5,1,NA
"3J1","SC","Ridgeland","Ridgeland","USA",32.49268694,-80.99233028,-5,1,NA
"3J7","GA","Greene County Airpark","Greensboro","USA",33.59766667,-83.139,-5,1,NA
"3JC","KS","Freeman ","Junction City","USA",39.04327556,-96.84328694,-6,1,NA
"3K3","KS","Syracuse-Hamilton County Municipal","Syracuse","USA",37.99167972,-101.7462822,-6,1,NA
"3K3","KS","Syracuse-Hamilton County Municipal","Syracuse","USA",37.99167972,-101.7462822,-7,1,NA
"3K6","IL","St Louis-Metro East","Troy/Marine/St. Louis","USA",38.73290861,-89.80656722,-6,1,NA
"3K7","KS","Mark Hoard Memorial","Leoti","USA",38.45696333,-101.3532161,-6,1,NA
"3LC","IL","Logan County","Lincoln","USA",40.15847222,-89.33497222,-6,1,NA
"3LF","IL","Litchfield Municipal","Litchfield","USA",39.16635306,-89.67489694,-6,1,NA
"3M7","TN","Lafayette Municipal","Lafayette","USA",36.518375,-86.05828083,-6,1,NA
"3M8","AL","North Pickens ","Reform","USA",33.38900611,-88.00557806,-6,1,NA
"3M9","AR","Warren Municipal","Warren","USA",33.56044333,-92.08538861,-6,1,NA
"3MY","IL","Mt. Hawley Auxiliary","Peoria","USA",40.79525917,-89.6134025,-6,1,NA
"3N6","NJ","Old Bridge","Old Bridge","USA",40.32988667,-74.34678694,-5,1,NA
"3N8","MN","Mahnomen County ","Mahnomen","USA",47.25996056,-95.92809778,-6,1,NA
"3ND0","ND","Northwood Municipal","Northwood","USA",47.72423333,-97.59042222,-6,1,NA
"3O1","CA","Gustine","Gustine","USA",37.26271722,-120.9632586,-8,1,NA
"3O3","OK","Municipal","Purcell","USA",34.97979444,-97.38586167,-6,1,NA
"3O4","OK","Sayre Municipal","Sayre","USA",35.16755222,-99.65787361,-6,1,NA
"3O5","OK","Walters Municipal","Walters","USA",34.37258444,-98.40588583,-6,1,NA
"3O7","CA","Hollister Municipal","Hollister","USA",36.89334528,-121.4102706,-8,1,NA
"3O9","OK","Grand Lake Regional","Afton","USA",36.5775775,-94.86190028,-6,1,NA
"3R0","TX","Beeville Municipal","Beeville","USA",28.36455528,-97.79208194,-6,1,NA
"3R1","TX","Bay City Municipal","Bay City","USA",28.973255,-95.86345528,-6,1,NA
"3R2","LA","Le Gros Memorial","Crowley","USA",30.16173611,-92.48396111,-6,1,NA
"3R4","LA","Hart","Many","USA",31.54489667,-93.48645306,-6,1,NA
"3R7","LA","Jennings","Jennings","USA",30.24269333,-92.67344778,-6,1,NA
"3S4","OR","Illinois Valley","Illinois Valley (Cave Junction)","USA",42.10372417,-123.6822911,-8,1,NA
"3S8","OR","Grants Pass","Grants Pass","USA",42.51011722,-123.3879894,-8,1,NA
"3S9","OR","Condon State-Pauling ","Condon","USA",45.24651889,-120.1664233,-8,1,NA
"3SG","MI","Harry W Browne","Saginaw - H.Browne","USA",43.43341028,-83.86245833,-5,1,NA
"3SQ","MO","St Charles","St Charles","USA",38.84866139,-90.50011833,-6,1,NA
"3T3","WI","Boyceville Municipal ","Boyceville","USA",45.042185,-92.0293475,-6,1,NA
"3T5","TX","Fayette Regional Air Center","La Grange","USA",29.90930556,-96.9505,-6,1,NA
"3TR","MI","Jerry Tyler Memorial","Niles","USA",41.83590806,-86.22517611,-5,1,NA
"3U3","MT","Bowman ","Anaconda","USA",46.15313278,-112.86784,-7,1,NA
"3U7","MT","Benchmark","Benchmark","USA",47.48133194,-112.8697678,-7,1,NA
"3U8","MT","Big Sandy","Big Sandy","USA",48.16247972,-110.1132631,-7,1,NA
"3V4","CO","Fort Morgan Municipal","Fort Morgan","USA",40.33423194,-103.8039508,-7,1,NA
"3WO","WI","Shawano Municipal","Shawano","USA",44.78777778,-88.56152444,-6,1,NA
"3Y2","IA","George L Scott Municipal","West Union","USA",42.98508917,-91.79060417,-6,1,NA
"3Y3","IA","Winterset Madison County","Winterset","USA",41.36276778,-94.02106194,-6,1,NA
"3Z9","AK","Haines SPB","Haines","USA",59.23495111,-135.4407181,-9,1,NA
"40J","FL","Perry-Foley","Perry","USA",30.06927778,-83.58058333,-5,1,NA
"40N","PA","Chester Cty-G O Carlson","Coatesville","USA",39.97897222,-75.86547222,-5,1,NA
"40U","UT","Manila","Manila","USA",40.98607,-109.6784811,-7,1,NA
"41U","UT","Manti-Ephraim","Manti","USA",39.32912833,-111.6146397,-7,1,NA
"42A","AR","Melbourne Municipal","Melbourne","USA",36.07079222,-91.82914667,-6,1,NA
"42C","MI","White Cloud","White Cloud","USA",43.55974139,-85.77421944,-5,1,NA
"42J","FL","Keystone Airpark","Keystone Heights","USA",29.84475,-82.04752778,-5,1,NA
"42S","MT","Poplar","Poplar","USA",48.11595861,-105.1821928,-7,1,NA
"43A","NC","Montgomery County","Star","USA",35.38819528,-79.79281667,-5,1,NA
"44B","ME","Dover/Foxcroft","Dover-Foxcroft","USA",45.18338806,-69.2328225,-5,1,NA
"44N","NY","Sky Acres","Millbrook","USA",41.70742861,-73.73802889,-5,1,NA
"45J","NC","Rockingham-Hamlet","Rockingham","USA",34.89107083,-79.75905806,-5,1,NA
"45OH","OH","North Bass Island","North Bass Island","USA",41.71932528,-82.82196917,-5,1,NA
"45R","TX","Kountz - Hawthorne ","Kountze/Silsbee","USA",30.33633806,-94.25754361,-6,1,NA
"46A","GA","Blairsville","Blairsville","USA",34.85508722,-83.996855,-5,1,NA
"46D","ND","Carrington Municipal","Carrington","USA",47.45111111,-99.15111111,-6,1,NA
"46N","NY","Sky Park","Red Hook","USA",41.98458333,-73.83596556,-5,1,NA
"47A","GA","Cherokee County","Canton","USA",34.31058333,-84.42391667,-5,1,NA
"47J","SC","Cheraw Municipal","Cheraw","USA",34.71258333,-79.95794444,-5,1,NA
"47N","NJ","Central Jersey Regional","Manville","USA",40.52438417,-74.59839194,-5,1,NA
"47V","NE","Curtis Municipal","Curtis","USA",40.63750778,-100.4712539,-6,1,NA
"48A","GA","Cochran","Cochran","USA",32.39936111,-83.27591667,-5,1,NA
"48D","MI","Clare Municipal","Clare","USA",43.83111111,-84.74133333,-5,1,NA
"48I","WV","Braxton County","Sutton","USA",38.68704444,-80.65176083,-5,1,NA
"48K","KS","Ness City Municipal","Ness City","USA",38.47110278,-99.90806667,-6,1,NA
"48S","MT","Harlem","Harlem","USA",48.56666472,-108.7729339,-7,1,NA
"48V","CO","Tri-County","Erie","USA",40.010225,-105.047975,-7,1,NA
"49A","GA","Gilmer County","Ellijay","USA",34.62786417,-84.52492889,-5,1,NA
"49T","TX","Downtown Heliport","Dallas","USA",32.77333333,-96.80027778,-6,1,NA
"49X","CA","Chemehuevi Valley","Chemehuevi Valley","USA",34.52751083,-114.4310697,NA,NA,NA
"49Y","MN","Fillmore County","Preston","USA",43.67676,-92.17973444,-6,1,NA
"4A2","AK","Atmautluak","Atmautluak","USA",60.86674556,-162.2731389,-9,1,NA
"4A4","GA","Cornelius-Moore ","Cedartown","USA",34.01869444,-85.14647222,-5,1,NA
"4A5","AR","Marshall-Searcy County","Marshall","USA",35.89893667,-92.65588611,-6,1,NA
"4A6","AL","Scottsboro Municipal","Scottsboro","USA",34.68897278,-86.0058125,-6,1,NA
"4A7","GA","Clayton County","Hampton","USA",33.38911111,-84.33236111,-5,1,NA
"4A9","AL","Isbell ","Fort Payne","USA",34.4728925,-85.72221722,-6,1,NA
"4B0","NY","South Albany","South Bethlehem","USA",42.56072611,-73.83395639,-5,1,NA
"4B1","NY","Duanesburg","Duanesburg","USA",42.75840889,-74.13290472,-5,1,NA
"4B6","NY","Ticonderoga Muni","Ticonderoga","USA",43.87700278,-73.41317639,-5,1,NA
"4B7","NY","Schroon Lake","Schroon Lake","USA",43.86256083,-73.74262972,-5,1,NA
"4B8","CT","Robertson ","Plainville","USA",41.69037667,-72.8648225,-5,1,NA
"4B9","CT","Simsbury Tri-Town","Simsbury","USA",41.91676389,-72.77731778,-5,1,NA
"4C8","IA","Albia Municipal","Albia","USA",40.99445361,-92.76297194,-6,1,NA
"4D0","MI","Abrams Municipal","Grandledge","USA",42.77420167,-84.73309806,-5,1,NA
"4D9","NE","Alma Municipal","Alma","USA",40.11389972,-99.34565306,-6,1,NA
"4F2","TX","Panola County-Sharpe ","Carthage","USA",32.17608333,-94.29880556,-6,1,NA
"4F4","TX","Gilmer-Upshur County","Gilmer","USA",32.699,-94.94886111,-6,1,NA
"4G1","PA","Greenville Muni","Greenville","USA",41.44683167,-80.39126167,-5,1,NA
"4G2","NY","Hamburg Inc.","Hamburg","USA",42.7008925,-78.91475694,-5,1,NA
"4G5","OH","Monroe County","Woodsfield","USA",39.77904472,-81.10277222,-5,1,NA
"4G6","NY","Hornell Muni","Hornell","USA",42.38214444,-77.6821125,-5,1,NA
"4G7","WV","Fairmont Muni","Fairmont","USA",39.44816667,-80.16702778,-5,1,NA
"4I0","WV","Mingo County","Williamson","USA",37.68760139,-82.26097306,-5,1,NA
"4I3","OH","Knox County","Mount Vernon","USA",40.32872222,-82.52377778,-5,1,NA
"4I7","IN","Putnam County","Greencastle","USA",39.63359556,-86.8138325,-5,0,NA
"4I9","OH","Morrow County","Mt. Gilead","USA",40.52452778,-82.85005556,-5,1,NA
"4J1","GA","Brantley County","Nahunta","USA",31.21272417,-81.90539083,-5,1,NA
"4J2","GA","Berrien County","Nashville","USA",31.21255556,-83.22627778,-5,1,NA
"4J5","GA","Quitman-Brooks County","Quitman","USA",30.80575139,-83.58654889,-5,1,NA
"4J6","GA","St Marys","St Marys","USA",30.75468028,-81.55731917,-5,1,NA
"4K0","AK","Pedro Bay","Pedro Bay","USA",59.78960972,-154.1238331,-9,1,NA
"4K5","AK","Ouzinkie","Ouzinkie","USA",57.92287611,-152.5005111,-9,1,NA
"4K6","IA","Bloomfield Municipal","Bloomfield","USA",40.73210556,-92.42826889,-6,1,NA
"4KA","AK","Tununak","Tununak","USA",60.57559667,-165.2731272,-9,1,NA
"4M1","AR","Carroll County","Berryville","USA",36.38340333,-93.61685667,-6,1,NA
"4M3","AR","Carlisle Municipal","Carlisle","USA",34.80823,-91.71205083,-6,1,NA
"4M4","AR","Clinton Municipal","Clinton","USA",35.59785528,-92.45182472,-6,1,NA
"4M7","KY","Russellville-Logan County","Russellville","USA",36.79991667,-86.81016667,-6,1,NA
"4M8","AR","Clarendon Municipal","Clarendon","USA",34.64870694,-91.39457111,-6,1,NA
"4M9","AR","Corning Municipal","Corning","USA",36.40423139,-90.64792639,-6,1,NA
"4N1","NJ","Greenwood Lake","West Milford","USA",41.12854806,-74.34584611,-5,1,NA
"4O3","OK","Blackwell-Tonkawa Municipal","Blackwell-Tonkawa","USA",36.74511583,-97.34959972,-6,1,NA
"4O4","OK","McCurtain County Regional","Idabel","USA",33.909325,-94.85835278,-6,1,NA
"4O5","OK","Cherokee Municipal","Cherokee","USA",36.78336306,-98.35035083,-6,1,NA
"4PH","AZ","Polacca","Polacca","USA",35.79167222,-110.4234653,-7,0,NA
"4R1","MS","I H Bass Jr Memorial","Lumberton","USA",31.01546028,-89.48256556,-6,1,NA
"4R3","AL","Jackson Municipal","Jackson","USA",31.47210861,-87.89472083,-6,1,NA
"4R4","AL","Fairhope Municipal","Fairhope","USA",30.4621125,-87.87801972,-6,1,NA
"4R5","WI","Madeline Island","La Pointe","USA",46.78865556,-90.75866944,-6,1,NA
"4R7","LA","Eunice","Eunice","USA",30.46628389,-92.42379917,-6,1,NA
"4R9","AL","Dauphin Island","Dauphin Island","USA",30.26048083,-88.12749972,-6,1,NA
"4S1","OR","Gold Beach Muni","Gold Beach","USA",42.41344444,-124.4242742,-8,1,NA
"4S2","OR","Hood River","Hood River","USA",45.67261833,-121.5364625,-8,1,NA
"4S3","OR","Joseph State","Joseph","USA",45.35709583,-117.2532244,-8,1,NA
"4S9","OR","Portland-Mulino","Mulino (Portland)","USA",45.21632417,-122.5900839,-8,1,NA
"4SD","NV","Reno/Stead","Reno","USA",39.66738111,-119.8754169,-8,1,NA
"4T6","TX","Mid-Way","Midlothian-Waxahachie","USA",32.45609722,-96.91240972,-6,1,NA
"4U3","MT","Liberty County","Chester","USA",48.51072222,-110.9908639,-7,1,NA
"4U6","MT","Circle Town County","Circle","USA",47.41861972,-105.5619431,-7,1,NA
"4V0","CO","Rangely","Rangely","USA",40.09469917,-108.7612172,-7,1,NA
"4V1","CO","Johnson ","Walsenburg","USA",37.69640056,-104.7838747,-7,1,NA
"4V9","NE","Antelope County","Neligh","USA",42.11222889,-98.0386775,-6,1,NA
"4W1","NC","Elizabethtown Municipal","Elizabethtown","USA",34.60183722,-78.57973306,-5,1,NA
"4Z4","AK","Holy Cross","Holy Cross","USA",62.18829583,-159.7749503,-9,1,NA
"4Z7","AK","Hyder SPB","Hyder","USA",55.90331972,-130.0067031,-9,1,NA
"50I","IN","Kentland Municipal","Kentland","USA",40.75873222,-87.42821917,-6,1,NA
"50I","IN","Kentland Municipal","Kentland","USA",40.75873222,-87.42821917,-5,0,NA
"50J","SC","Berkeley County","Moncks Corner","USA",33.18605556,-80.03563889,-5,1,NA
"50K","NE","Pawnee City Municipal","Pawnee City","USA",40.11611111,-96.19445278,-6,1,NA
"50R","TX","Lockhart Municipal","Lockhart","USA",29.85033333,-97.67241667,-6,1,NA
"51D","ND","Edgeley Municipal ","Edgeley","USA",46.34858333,-98.73555556,-6,1,NA
"51Z","AK","Minto (New)","Minto","USA",65.14370889,-149.3699647,-9,1,NA
"52A","GA","Madison Municipal","Madison","USA",33.61212528,-83.46044333,-5,1,NA
"52E","NM","Timberon ","Timberon","USA",32.63388889,-105.6863889,-7,1,NA
"52J","SC","Lee County","Bishopville","USA",34.24459889,-80.23729333,-5,1,NA
"53A","GA","Dr. C.P. Savage Sr.","Montezuma","USA",32.302,-84.00747222,-5,1,NA
"53K","KS","Osage City Municipal","Osage City","USA",38.63334222,-95.80859806,-6,1,NA
"54J","FL","Defuniak Springs","Defuniak Springs","USA",30.7313,-86.15160833,-6,1,NA
"54J","FL","Defuniak Springs","Defuniak Springs","USA",30.7313,-86.15160833,-5,1,NA
"55D","MI","Grayling Army Airfield","Grayling","USA",44.68032028,-84.72886278,-5,1,NA
"55J","FL","Fernandina Beach Municipal","Fernandina Beach","USA",30.61170083,-81.462345,-5,1,NA
"55S","WA","Packwood","Packwood","USA",46.60400083,-121.6778664,-8,1,NA
"56D","OH","Wyandot County","Upper Sandusky","USA",40.88336139,-83.3145325,-5,1,NA
"56M","MO","Warsaw Municipal","Warsaw","USA",38.34688889,-93.345425,-6,1,NA
"56S","OR","Seaside Municipal","Seaside","USA",46.01649694,-123.9054167,-8,1,NA
"57B","ME","Islesboro","Islesboro","USA",44.30285556,-68.91058722,-5,1,NA
"57C","WI","East Troy Municipal","East Troy","USA",42.79711111,-88.3725,-6,1,NA
"59B","ME","Newton ","Jackman","USA",45.63199111,-70.24728944,-5,1,NA
"5A4","MS","Okolona Mun.-Richard M. Stovall ","Okolona","USA",34.01580528,-88.72618944,-6,1,NA
"5A6","MS","Winona-Montgomery County","Winona","USA",33.46540139,-89.72924806,-6,1,NA
"5A8","AK","Aleknagik","Aleknagik","USA",59.28256167,-158.6176725,-9,1,NA
"5A9","GA","Roosevelt Memorial","Warm Springs","USA",32.93346222,-84.68881639,-5,1,NA
"5B2","NY","Saratoga Cty","Saratoga Springs","USA",43.05126111,-73.86119444,-5,1,NA
"5B3","CT","Danielson","Danielson","USA",41.81974056,-71.90096306,-5,1,NA
"5B7","NY","Rensselaer Air Park","Troy","USA",42.69091194,-73.57956,-5,1,NA
"5CD","AK","Chandalar Shelf","Chandalar Camp","USA",68.06543944,-149.5797392,NA,NA,NA
"5D3","MI","Owosso Community","Owosso","USA",42.99297222,-84.1389125,-5,1,NA
"5F1","TX","Post-Garza County Municipal","Post","USA",33.20370556,-101.340415,-6,1,NA
"5F4","LA","Homer Municipal","Homer","USA",32.78850806,-93.00366083,-6,1,NA
"5G0","NY","Leroy ","Le Roy","USA",42.98136667,-77.93751389,-5,1,NA
"5G7","OH","Bluffton","Bluffton","USA",40.88544444,-83.86863889,-5,1,NA
"5G8","PA","Pittsburgh Boquet Airpark","Jeanette","USA",40.37645722,-79.60837583,-5,1,NA
"5G9","MI","Toledo Suburban","Lambertville","USA",41.7358775,-83.65541056,-5,1,NA
"5HO","AK","Hope","Hope","USA",60.90415028,-149.6238389,-9,1,NA
"5I4","IN","Sheridan","Sheridan","USA",40.17792583,-86.21729889,-5,0,NA
"5J0","OR","John Day State","John Day","USA",44.40416667,-118.9625,-8,1,NA
"5J9","SC","Twin City","Loris","USA",34.08848361,-78.86462028,-5,1,NA
"5K2","KS","Tribune Municipal","Tribune","USA",38.45418222,-101.7462828,-7,1,NA
"5K2","KS","Tribune Municipal","Tribune","USA",38.45418222,-101.7462828,-6,1,NA
"5M0","AL","Rountree ","Hartselle","USA",34.40823444,-86.93295056,-6,1,NA
"5M1","AR","De Witt Municipal","De Witt","USA",34.2626,-91.30984194,-6,1,NA
"5M4","AR","Fordyce Municipal","Fordyce","USA",33.84593722,-92.36542861,-6,1,NA
"5M9","KY","Marion-Crittenden County","Marion","USA",37.33616222,-88.11113611,-6,1,NA
"5N8","ND","Casselton Regional","Casselton","USA",46.85469528,-97.20870028,-6,1,NA
"5ND6","ND","Hillsboro Municipal","Hillsboro","USA",47.35940778,-97.06041639,-6,1,NA
"5NI","AK","Nikolai","Nikolai","USA",63.0174475,-154.3639608,-9,1,NA
"5NK","AK","Naknek","Naknek","USA",58.73288056,-157.0199197,-9,1,NA
"5NN","AK","Nondalton","Nondalton","USA",59.97904306,-154.8396944,-9,1,NA
"5R3","TX","Rusty Allen ","Lago Vista","USA",30.498585,-97.96947222,-6,1,NA
"5R4","AL","Foley Municipal","Foley","USA",30.42769722,-87.70082,-6,1,NA
"5R5","TX","Wharton Municipal","Wharton","USA",29.25427778,-96.15438889,-6,1,NA
"5R8","LA","De Quincy Industrial Airpark","De Quincy","USA",30.44117222,-93.47349722,-6,1,NA
"5S8","AK","St. Michael","St. Michael","USA",63.49005056,-162.1103692,-9,1,NA
"5T5","TX","Hillsboro Municipal","Hillsboro","USA",32.08348611,-97.09722722,-6,1,NA
"5T6","NM","Dona Ana County  At Santa Teresa","Santa Teresa","USA",31.88098556,-106.7048131,-7,1,NA
"5T9","TX","Maverick County Meml Intl","Eagle Pass","USA",28.85719361,-100.5122997,-6,1,NA
"5TE","AK","Tetlin","Tetlin","USA",63.13382361,-142.5219339,-9,1,NA
"5U3","MT","Ennis - Big Sky","Ennis","USA",45.27175833,-111.6486389,-7,1,NA
"5U8","MT","Geraldine","Geraldine","USA",47.59664,-110.2660367,-7,1,NA
"5V5","NM","Shiprock Airstrip","Shiprock","USA",36.6977775,-108.7011986,-7,1,NA
"5V8","SD","Kadoka Municipal","Kadoka","USA",43.83332611,-101.4970881,-6,1,NA
"5V8","SD","Kadoka Municipal","Kadoka","USA",43.83332611,-101.4970881,-7,1,NA
"5W8","NC","Siler City Municipal","Siler City","USA",35.7029175,-79.50529972,-5,1,NA
"5Z1","AK","Juneau Harbor","Juneau","USA",58.29888889,-134.4077778,-9,1,NA
"5Z5","AK","Kantishna","Kantishna","USA",63.54171472,-150.9939547,NA,NA,NA
"60F","TX","Seymour Municipal","Seymour","USA",33.64870417,-99.26063056,-6,1,NA
"60J","NC","Ocean Isle","Ocean Isle Beach","USA",33.90850556,-78.43667222,-5,1,NA
"61A","AL","Camden Municipal","Camden","USA",31.97987056,-87.33888056,-6,1,NA
"61B","NV","Boulder City Municipal","Boulder City","USA",35.94748028,-114.8610967,-8,1,NA
"61C","WI","Fort Atkinson Municipal","Fort Atkinson","USA",42.96320278,-88.81762806,-6,1,NA
"61J","OR","Portland Downtown Heliport","Portland","USA",45.52527778,-122.6709289,-8,1,NA
"61S","OR","Cottage Grove State","Cottage Grove","USA",43.79984528,-123.0289678,-8,1,NA
"62D","OH","Warren","Warren","USA",41.26672278,-80.92897778,-5,1,NA
"62H","TX","Giddings-Lee County","Giddings","USA",30.16927167,-96.98001083,-6,1,NA
